Country,State,Location,Activity,Date,Year,Type,Month,Sex,Age,Injury_Category,Time,Species,Fatal Y/N
Egypt,,Marsa Alam,Snorkeling,03-aug-2018,2018,Unprovoked,August,M,42.0,Fatal,15:00,Tiger Shark,Y
Usa,Florida,"St Augustine, St Johns County",Surfing,29-jul-2018,2018,Unprovoked,July,M,14.0,Minor injury,No time specified,Other/Unknown,N
China,Guizhou Province,Shopping Mall Aquarium In Guiyang City,Putting hand in shark tank,24-jul-2018,2018,Provoked,July,F,6.0,Injury,No time specified,Other/Unknown,N
Usa,New York,"Atlantique Beach, Fire Island, Suffolk County",Boogie Boarding,18-jul-2018,2018,Unprovoked,July,M,13.0,Minor injury,12:00,Tiger Shark,N
Usa,New York,"Sailors Haven, Fire Island, Suffolk County",Wading,18-jul-2018,2018,Unprovoked,July,F,12.0,Injury,11:15,Tiger Shark,N
Usa,Texas,Galveston,Surfing,reported 16-jul-2018,2018,Invalid,July,F,,Injury,18:00,Other/Unknown,UNKNOWN
Colombia,San Andres And Providencia Archipelago,Provencia,Fishing,15-jul-2018,2018,Invalid,July,M,62.0,Injury,No time specified,Other/Unknown,UNKNOWN
Usa,California,"Trinidad Beach, Huboldt County",Wading,14-jul-2018,2018,Provoked,July,F,58.0,Other,14:11,Other/Unknown,N
Usa,Florida,"Playalinda Beach, Brevard County",Surfing,14-jul-2018,2018,Under Investigation,July,F,14.0,Injury,13:30,Other/Unknown,N
Usa,Florida,"Fernandina Beach, Nassau County",Wading,13-jul-2018,2018,Unprovoked,July,M,17.0,Injury,15:40,Other/Unknown,N
Usa,Florida,"Fernandina Beach, Nassau County",Surfing,13-jul-2018,2018,Unprovoked,July,M,30.0,Injury,15:35,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,11-jul-2018,2018,Unprovoked,July,M,14.0,Minor injury,11:30,Other/Unknown,N
Bahamas,The Exuma Cays,Staniel Cay,Floating,reported 09-jul-2018.,2018,Unprovoked,July,F,19.0,Minor injury,No time specified,Nurse Shark,N
Usa,Florida,"John Pennekamp Coral Reef State Park, Monroe County",Snorkeling,07-jul-2018,2018,Invalid,July,M,,Injury,13:30,Other/Unknown,N
Usa,South Carolina,Myrtle Beach,Boogie boarding,02-jul-2018,2018,Unprovoked,July,F,11.0,Minor injury,14:40,Other/Unknown,N
Usa,California,"Oceanside, San Diego County",Paddling,25-jun-2018,2018,Watercraft,June,F,57.0,No injury,18:00,White Shark,N
Usa,Florida,"Near The Bahia Honda Bridge, Monroe County",Fishing,18-jun-2018,2018,Provoked,June,M,,Injury,No time specified,Nurse Shark,N
Usa,Georgia,"St. Simon Island, Glynn County",Standing,18-jun-2018,2018,Unprovoked,June,F,11.0,Minor injury,14:00,Other/Unknown,N
Usa,Hawaii,"Habush, Oahu",Surfing,09-jun-2018,2018,Invalid,June,M,48.0,Injury,07:45,Other/Unknown,N
Australia,New South Wales,Arrawarra Headland,Surfing,08-jun-2018,2018,Unprovoked,June,M,,Minor injury,No time specified,Other/Unknown,N
Mexico,Colima,La Ticla,Free diving,04-jun-2018,2018,Provoked,June,M,,Injury,No time specified,Tiger Shark,N
Australia,New South Wales,"Flat Rock, Ballina",Kite surfing,03-jun-2018,2018,Unprovoked,June,M,,No injury,No time specified,Other/Unknown,N
Brazil,Pernambuco,"Piedade Beach, Recife",Swimming,03-jun-2018,2018,Unprovoked,June,M,18.0,Fatal,No time specified,Tiger Shark,Y
Egypt,,Brothers Island,Scuba Diving,jun-1018,2018,Unprovoked,June,M,,Injury,No time specified,White Shark,N
Usa,Florida,"Lighhouse Point Park, Ponce Inlet, Volusia County",Fishing,27-may-2018,2018,Provoked,May,M,52.0,Minor injury,No time specified,Lemon Shark,N
Usa,Florida,"Cocoa Beach, Brevard  County",Walking,26-may-2018,2018,Unprovoked,May,M,15.0,Injury,17:00,Bull Shark,N
Usa,Florida,"Daytona Beach, Volusia County",Standing,26-may-2018,2018,Unprovoked,May,M,12.0,Minor injury,14:00,Other/Unknown,N
Australia,Queensland,Cairns Aquarium,Feeding sharks,24-may-2018,2018,Provoked,May,M,32.0,Minor injury,No time specified,Other/Unknown,N
Usa,South Carolina,"Isle Of Palms,  Charleston County",Boogie boarding,21-may-2018,2018,Unprovoked,May,M,10.0,Injury,No time specified,Other/Unknown,N
Usa,South Carolina,"Hilton Head Island, Beaufort County",Swimming,13-may-2018,2018,Unprovoked,May,M,10.0,Severe injury,15:00,Other/Unknown,N
England,Cornwall,Off Land'S End,Fishing,13-may-2018,2018,Invalid,May,M,21.0,Injury,08:15,Other/Unknown,N
Australia,Westerm Australia,Dugong Bay,Feeding sharks,may 2018,2018,Provoked,May,F,34.0,Injury,No time specified,Nurse Shark,N
South Africa,Eastern Cape Province,"Nahoon Beach, East London",Surfing,12-may-2018,2018,Unprovoked,May,M,,Minor injury,11:00,Other/Unknown,N
Australia,New South Wales,"Sharpes Beach, Ballina",Surfing,09-may-2018,2018,Questionable,May,M,,No injury,10:30,Other/Unknown,N
Thailand,Hua Hin,Sai Noi Beach,Swimming,reported 30-apr-2018,2018,Unprovoked,April,M,,Minor injury,No time specified,Other/Unknown,N
Usa,Texas,Galveston Bay,Fishing,28-apr-2018,2018,Provoked,April,M,,Injury,No time specified,Tiger Shark,N
Costa Rica,Cocos Island,Manuelita,Scuba diving,28-apr-2018,2018,Unprovoked,April,M,30.0,No injury,10:40,Tiger Shark,N
Australia,Western Australia,Gearys Beach,Surfing,28-apr-2018,2018,Unprovoked,April,M,,No injury,16:50,Other/Unknown,N
Australia,New South Wales,Lennox Head,Surfing,25-apr-2018,2018,Questionable,April,M,,No injury,07:00,Other/Unknown,N
Australia,Western Australia,"Surfers Point, Prevelly",Surfing,25-apr-2018,2018,Unprovoked,April,M,60.0,No injury,09:30,Other/Unknown,N
Australia,Western Australia,"South Point, Gracetown",Surfing,24-apr-2018,2018,Unprovoked,April,M,,No injury,No time specified,White Shark,N
Maldives,Alifu Alifu Atoll,Madoogali,Fishing,23-apr-2018,2018,Unprovoked,April,M,32.0,Injury,21:50,Tiger Shark,N
South Africa,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,22-apr-2018,2018,Unprovoked,April,M,33.0,No injury,09:40,White Shark,N
Usa,Hawaii,"Shipwreck’S Beach, Keoneloa Bay, Kauai",Body boarding,19-apr-2018,2018,Unprovoked,April,M,29.0,Injury,No time specified,Other/Unknown,N
Thailand,Hua Hin,Sai Noi Beach,Swimming,15-apr-2018,2018,Unprovoked,April,M,54.0,Injury,No time specified,Bull Shark,N
Brazil,Pernambuco,Piedade,Swimming,15-apr-2018,2018,Unprovoked,April,M,34.0,Severe injury,No time specified,Other/Unknown,UNKNOWN
Australia,Western Australia,"Lefthanders, Margaret River Area",Surfing,15-apr-2018,2018,Unprovoked,April,M,41.0,Injury,No time specified,Other/Unknown,N
Australia,Western Australia,"Cobblestones, Margaret River Area",Surfing,15-apr-2018,2018,Unprovoked,April,M,37.0,Injury,08:00,Other/Unknown,N
Bahamas,New Providence,Nirvana Beach,Surfing,14-apr-2018,2018,Unprovoked,April,M,,No injury,09:30,Tiger Shark,N
Brazil,Alagoas,"Praia De Sauaçuhy, Maceió",Fishing,reported 10-apr-2018,2018,Invalid,April,M,56.0,Injury,No time specified,Other/Unknown,N
New Caledonia,,"Magenta Beach, Noumea",Foilboarding,09-apr-2018,2018,Unprovoked,April,M,17.0,No injury,17:00,Other/Unknown,N
Bahamas,,Bimini,Swimming,05-apr-2018,2018,Unprovoked,April,M,12.0,Minor injury,18:00,Bull Shark,N
South Africa,Eastern Cape Province,St. Francis Bay,Surfing,03-apr-2018,2018,Unprovoked,April,M,19.0,Injury,15:00,White Shark,N
Usa,Hawaii,Kukio Beach,Stand-Up Paddleboarding,31-mar-2018,2018,Unprovoked,March,M,25.0,Injury,09:30,Tiger Shark,N
Australia,Western Australia,Waterman'S Bay,Wading,14-mar-2018,2018,Unprovoked,March,M,10.0,Minor injury,17:35,Wobbegong Shark,N
Australia,Victoria,Lorne,Swimming,9-mar-2018,2018,Unprovoked,March,M,69.0,No injury,15:30,Other/Unknown,N
Australia,Victoria,Winkipop,Surfing,9-mar-2018,2018,Unprovoked,March,M,18.0,Minor injury,07:30,Other/Unknown,N
South Africa,Kwazulu-Natal,Durban,Scuba Diving,24-feb-2018,2018,Unprovoked,February,M,38.0,Injury,No time specified,Blacktip Shark,N
Australia,New South Wales,"Little Congwong Beach, La Perouse",Swimming,23-feb-2018,2018,Unprovoked,February,F,55.0,Injury,19:00,White Shark,N
Australia,Victoria,Westernport Bay,Fishing,18-feb-2018,2018,Provoked,February,M,34.0,No injury,No time specified,Other/Unknown,N
Australia,New South Wales,"Surf Beach, Kiama",Walking,15-feb-2018,2018,Unprovoked,February,M,35.0,Injury,16:00,Bull Shark,N
Australia,Queensland,Mooloolaba Beach,Swimming,14-feb-2018,2018,Invalid,February,F,,No injury,18:00,Wobbegong Shark,N
Brazil,"Boi Island, Victoria",Espirito Santo,Cleaning fish,11-feb-2018,2018,Invalid,February,F,46.0,Injury,No time specified,Other/Unknown,N
Ecuador,Galapagos Islands,Santa Fe Island,Snorkeling,03-feb-2018,2018,Unprovoked,February,M,45.0,Injury,No time specified,Other/Unknown,N
Australia,Western Australia,"Avalon Point, Manurah",Spearfishing,01-feb-2018,2018,Invalid,February,M,14.0,No injury,No time specified,Other/Unknown,N
Australia,Western Australia,Cone Bay,,28-jan-2018,2018,Unprovoked,January,M,18.0,Injury,08:00,Bull Shark,N
New Caledonia,,Nouville,Spearfishing,21-jan-2018,2018,Unprovoked,January,M,,Injury,15:30,Bull Shark,N
French Polynesia,,"Makemo Atoll,",Surfing,17 jan-2018,2018,Unprovoked,January,M,45.0,Injury,08:00,Lemon Shark,N
Australia,Queensland,Lizard Island,Diving,14-jan-2018,2018,Unprovoked,January,M,,Severe injury,15:01,Other/Unknown,N
Australia,New South Wales,Martin Islet,Free diving,13-jan-2018,2018,Unprovoked,January,M,28.0,No injury,No time specified,White Shark,N
Brazil,Fernando De Noronha,Conceicao Beach,Surfing,12-jan-2018,2018,Unprovoked,January,M,20.0,Minor injury,No time specified,Other/Unknown,N
Australia,Western Australia,"South Point, Gracetown",Surfing,05-jan-2018,2018,Unprovoked,January,M,,Injury,No time specified,Wobbegong Shark,N
Usa,Hawaii,"Hultin'S Beach, Oahu",Surfing,31-dec-2017,2017,Unprovoked,December,F,54.0,Severe injury,18:00,Tiger Shark,N
Usa,California,"Drakes Estero, Point Reyes, Marin County",Surfing,30-dec-2017,2017,Unprovoked,December,F,35.0,Injury,12:00,Other/Unknown,N
Malaysia,Sepang,Bagan Lalang Beach,Fishing / Wading,21-dec-2017,2017,Provoked,December,M,24.0,Minor injury,No time specified,Nurse Shark,N
Bahamas,,,Snorkeling,09-dec-2017,2017,Unprovoked,December,F,25.0,Minor injury,No time specified,Nurse Shark,N
Australia,New South Wales,Booti Booti National Park,Surfing,01-dec-2017,2017,Unprovoked,December,M,62.0,Other,10:00,White Shark,N
Costa Rica,Cocos Island,Manuelita,Scuba Diving,30-nov-2017,2017,Unprovoked,November,M,26.0,Injury,No time specified,Tiger Shark,N
Costa Rica,Cocos Island,Manuelita,Scuba diving,30-nov-2017,2017,Unprovoked,November,F,49.0,Fatal,No time specified,Tiger Shark,Y
Libya,,Gars Garabulli,2 boats capsized,reported 25-nov-2017,2017,Sea Disaster,November,Unknown,,Fatal,No time specified,Other/Unknown,Y
Usa,California,"Stillwater Cove, Monterey County",Spearfishing,24-nov-2017,2017,Unprovoked,November,M,25.0,Injury,13:45,White Shark,N
Usa,Florida,"Floridana Beach, Brevard County",Surfing,18-nov-2017,2017,Unprovoked,November,F,14.0,Injury,No time specified,Other/Unknown,N
,,,Surfing,reported 13-nov-2017,2017,Unprovoked,November,M,24.0,Injury,No time specified,Other/Unknown,N
Australia,New South Wales,Avoca Beach,Surfing,13-nov-2017,2017,Unprovoked,November,M,25.0,Injury,16:00,Other/Unknown,N
Cuba,Holquin Province,Guardalavaca Beach,Night bathing,04-nov-2017,2017,Unprovoked,November,M,22.0,Fatal,23:30,Tiger Shark,Y
Usa,Hawaii,Makaha,Surfing,02-nov-2017,2017,Unprovoked,November,M,,Minor injury,14:15,Other/Unknown,N
Australia,Queensland,Magnetic Island,Snorkeling,reported 31-oct-2017,2017,Unprovoked,October,M,7.0,Injury,No time specified,Other/Unknown,N
Australia,New South Wales,Birubi Point,Surfing,28-oct-2017,2017,Unprovoked,October,M,31.0,Minor injury,09:00,Wobbegong Shark,N
Usa,Hawaii,"White Plains Beach, Oahu",Stand-Up Paddleboarding,26-oct-2017,2017,Unprovoked,October,M,,No injury,15:00,Other/Unknown,N
Mauritius,Pamplemousses,Le Goulet,Swimming,23-oct-2017,2017,Unprovoked,October,M,,Minor injury,No time specified,Other/Unknown,N
Usa,Florida,"Juno Beach, Palm Beach County",Surfing,23-oct-2017,2017,Unprovoked,October,M,17.0,Injury,17:00,Other/Unknown,N
Usa,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,23-oct-2017,2017,Unprovoked,October,F,60.0,Severe injury,08:00,Other/Unknown,N
Australia,South Australia,Normanville,Kayaking / Fishing,22-oct-2017,2017,Unprovoked,October,F,15.0,Minor injury,No time specified,White Shark,N
New Zealand,North Island,"Off Tapuna Beach, Auckand",Kayaking,21-oct-2017,2017,Watercraft,October,M,,No injury,09:00,Other/Unknown,N
Usa,Florida,"Lantana Beach, Palm Beach County",Swimming,18-oct-2017,2017,Unprovoked,October,M,,Injury,14:30,Other/Unknown,N
Usa,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,09-oct-2017,2017,Unprovoked,October,M,54.0,Injury,18:30,Tiger Shark,N
Usa,Hawaii,"Kama‘Ole Beach Park, Maui",Snorkeling,05-oct-2017,2017,Unprovoked,October,F,40.0,Minor injury,12:30,Other/Unknown,N
South Africa,Western Cape Province,Dyer Island,Scuba Diving,01-oct-2017,2017,Invalid,October,M,31.0,Fatal,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,25-sep-2017,2017,Unprovoked,September,M,,Injury,No time specified,Other/Unknown,N
Australia,Western Australia,Gracetown,Surfing,25-sep-2017,2017,Unprovoked,September,M,,No injury,18:00,White Shark,N
Usa,New York,Rockaway,Surfing,24-sep-2017,2017,Invalid,September,M,33.0,Injury,15:30,Other/Unknown,UNKNOWN
Usa,Florida,Fort Worth,Surfing,24-sep-2017,2017,Unprovoked,September,M,,Injury,14:00,Other/Unknown,N
Usa,Florida,Palm Beach County,Surfing,20-sep-2017,2017,Unprovoked,September,M,,Minor injury,No time specified,Other/Unknown,N
Spain,Canary Islands,Gran Canaria,Body surfing,16-sep-2017,2017,Unprovoked,September,M,13.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Ponce Inlet, Volusia County",Surfing,16-sep-2017,2017,Unprovoked,September,M,28.0,Injury,16:30,Other/Unknown,N
South Africa,Western Cape Province,Hawston,Scuba Diving,15-sep-2017,2017,Invalid,September,M,25.0,Fatal,No time specified,Other/Unknown,UNKNOWN
Samoa,Upolu Island,Nofoali’I,Fishing,15-sep-2017,2017,,September,M,,Injury,No time specified,Other/Unknown,N
Australia,Westerm Australia,Esperance,Fishing,sep-2017,2017,Watercraft,September,Unknown,,No injury,No time specified,White Shark,N
Usa,Florida,"Ponce Inlet, Volusia County",Surfing,13-sep-2017,2017,Unprovoked,September,M,18.0,Injury,18:45,Other/Unknown,N
Australia,Westerm Australia,Sam'S Creek Area,Swimming,10-sep-2017,2017,Unprovoked,September,M,,Minor injury,15:00,Other/Unknown,N
Australia,New South Wales,Iluka Beach,Surfing,10-sep-2017,2017,Unprovoked,September,M,35.0,Minor injury,06:00,White Shark,N
Solomon Islands,,Owarigi Island,Spearfishing,reported 06-sep-2017,2017,Unprovoked,September,M,,Injury,No time specified,Other/Unknown,N
South Africa,Western Cape Province,Dyer Island,"Swimming, poaching abalone",03-sep-2017,2017,Unprovoked,September,M,,Fatal,No time specified,Other/Unknown,Y
Japan,Shizuoka Prefecture,Iwata City,Surfing,03-sep-2017,2017,Unprovoked,September,M,42.0,Injury,10:00,Other/Unknown,N
Usa,Florida,"Marathon, Monroe County",Swimming,02-sep-2017,2017,Unprovoked,September,M,,Injury,No time specified,Nurse Shark,N
Usa,Texas,"South Padre Island, Cameron County",Swimming,02-sep-2017,2017,Unprovoked,September,F,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,02-sep-2017,2017,Unprovoked,September,M,17.0,Minor injury,10:44,Other/Unknown,N
Australia,Victoria,Cathedral Rock,Surfing,29-aug-2017,2017,Unprovoked,August,M,37.0,No injury,10:30,White Shark,N
Usa,Florida,Bathtub Beach,Wading,27-aug-2017,2017,Unprovoked,August,F,3.0,Injury,13:19,Other/Unknown,N
Spain,Castellón,Grao De Moncofa,Swimming,26-aug-2017,2017,Invalid,August,F,11.0,Injury,No time specified,Other/Unknown,UNKNOWN
New Zealand,North Island,Off Tutukaka,Canoeing,26-aug-2017,2017,Watercraft,August,M,,No injury,No time specified,Other/Unknown,N
Usa,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",SUP,23-aug-2017,2017,Unprovoked,August,M,69.0,Injury,10:00,White Shark,N
Bahamas,,,Spearfishing,18-aug-2017,2017,Unprovoked,August,M,,Injury,15:00,Other/Unknown,N
Usa,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,10-aug-2017,2017,Unprovoked,August,M,13.0,Minor injury,13:30,Blacktip Shark,N
Egypt,Red Sea Protectorate,Marsa Ghalib,Snorkeling,05-aug-2017,2017,Unprovoked,August,F,20.0,Injury,No time specified,White Shark,N
Usa,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,03-aug-2017,2017,Provoked,August,M,34.0,Injury,23:30,Other/Unknown,N
Usa,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Fishing,01-aug-2017,2017,Watercraft,August,M,,No injury,10:45,White Shark,N
Usa,Florida,"Jacksonvlle, Duval County",Skimboarding,31-jul-2017,2017,Unprovoked,July,M,15.0,Injury,18:30,Other/Unknown,N
Usa,South Carolina,"Hilton Head Island, Beaufort County",Swimming,29-jul-2017,2017,Invalid,July,M,10.0,Minor injury,15:00,Other/Unknown,UNKNOWN
Usa,South Carolina,"Debordieu Colony, Georgetown County",,29-jul-2017,2017,Unprovoked,July,F,12.0,Minor injury,No time specified,Other/Unknown,N
Bahamas,New Providence District,Rose Island,Snorkeling,27-jul-2017,2017,Unprovoked,July,F,,Injury,No time specified,Other/Unknown,N
Bahamas,40 Miles Off Grand Bahama Island,,Spearfishing,reported 26-jul-2017,2017,Unprovoked,July,M,,Severe injury,No time specified,Other/Unknown,N
"St Helena, British Overseas Territory",Ascension Island,English Bay,Surfing,24-jul-2017,2017,Unprovoked,July,M,37.0,Injury,17:00,Other/Unknown,N
Usa,New Jersey,Ventnor,,23-jul-2017,2017,Unprovoked,July,F,,Minor injury,No time specified,Tiger Shark,N
Spain,Majorca,"Estanys Beach, Colonia De Sant",Swimming,23-jul-2017,2017,Unprovoked,July,F,,Minor injury,No time specified,Other/Unknown,N
Usa,Florida,"Snipes Point, Monroe County",,22-jul-2017,2017,Unprovoked,July,F,40.0,Injury,12:30,Other/Unknown,N
Usa,South Carolina,"Hilton Head Island, Beaufort County",Swimming,20-jul-2017,2017,Invalid,July,F,8.0,Injury,No time specified,Other/Unknown,UNKNOWN
Usa,California,"Stearns Wharf, Santa Barbara",Kayaking,20-jul-2017,2017,Watercraft,July,M,40.0,No injury,11:20,White Shark,N
Usa,California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,20-jul-2017,2017,Unprovoked,July,M,50.0,No injury,07:45,White Shark,N
Usa,Washington,"South Beach, Westport, Grays Harbor County",Surfing,14-jul-2017,2017,Unprovoked,July,M,,No injury,18:30,White Shark,N
Australia,Western Australia,Floreat Beach,Surfing,14-jul-2017,2017,Unprovoked,July,M,,Minor injury,11:45,Other/Unknown,N
Usa,California,"Santa Cruz, Santa Cruz County",Kayaking,11-jul-2017,2017,Watercraft,July,M,,No injury,11:00,White Shark,N
Usa,Florida,"Haulover Beach, Miami-Dade County",Swimming,09-jul-2017,2017,Unprovoked,July,M,46.0,Injury,15:30,Bull Shark,N
Mexico,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,reported 07-jul-2017,2017,Provoked,July,M,32.0,Injury,No time specified,Tiger Shark,N
South Africa,Eastern Cape Province,"Nahoon Reef, East London",Surfing,07-jul-2017,2017,Unprovoked,July,F,13.0,No injury,15:00,White Shark,N
Comoros,Anjouan,Moya,Fishing,02-jul-2017,2017,Invalid,July,Unknown,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,South Carolina,Wrightsville Beach,Fishing,29-jun-2017,2017,Invalid,June,M,,Injury,19:30,Other/Unknown,UNKNOWN
Usa,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,21-jun-2017,2017,Unprovoked,June,F,16.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Singer Island, Palm Beach County",Surfing,19-jun-2017,2017,Unprovoked,June,M,,Injury,No time specified,Other/Unknown,N
Usa,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,18-jun-2017,2017,Unprovoked,June,F,14.0,Injury,No time specified,Bull Shark,N
Reunion,,Roches Noire,Body boarding,18-jun-2017,2017,Unprovoked,June,M,34.0,No injury,10:00,Bull Shark,N
Spain,Ibiza Island,Playa D’En Bossa,Swimming,17-jun-2017,2017,Unprovoked,June,M,82.0,Injury,12:00,Other/Unknown,N
French Polynesia,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,2017.06.05,2017,Unprovoked,June,M,,Injury,No time specified,Other/Unknown,N
Bahamas,,,Feeding sharks,reported 14-jun-2017,2017,Unprovoked,June,F,,Other,No time specified,Other/Unknown,N
Australia,Western Australia,"Point Casuarina, Bunbury",Body boarding,11-jun-2017,2017,Unprovoked,June,M,48.0,No injury,08:30,White Shark,N
